sample_id,media_type,edge_blending_score,facial_symmetry_deviation,lighting_inconsistency,ela_difference_mean,fft_high_freq_ratio,noise_pattern_residual,color_space_variance,temporal_jitter,blink_rate_anomaly,is_synthetic,synthetic_confidence,trust_score,risk_level,verdict
MED-11325,Image,0.1848,0.8904,0.8949,40.32,0.1046,0.5279,0.3581,0.0,0.0,1,0.9287,8,CRITICAL,Deepfake Detected
MED-11326,Image,0.2046,0.5028,0.7108,57.322,0.1465,0.452,0.5618,0.0,0.0,1,0.7785,15,HIGH,Deepfake Detected
MED-11327,Video,0.2585,0.3838,0.8236,54.527,0.15,0.7114,0.4493,0.2708,0.7084,1,0.8883,19,CRITICAL,Deepfake Detected
MED-11328,Video,0.2177,0.4577,0.742,39.355,0.1077,0.5638,0.7618,0.5975,1.0,1,0.6759,29,HIGH,Deepfake Detected
MED-11329,Video,0.5505,0.2582,0.1426,9.363,0.5967,0.1304,0.1641,0.061,0.0543,0,0.1158,85,LOW,Authentic Content
MED-11330,Video,0.0702,0.8601,0.7987,50.026,0.1195,0.9548,0.4996,0.7353,0.6905,1,0.9037,5,CRITICAL,Deepfake Detected
MED-11331,Image,0.6735,0.0725,0.256,11.347,0.8076,0.1489,0.2579,0.0,0.0,0,0.0518,96,LOW,Authentic Content
MED-11332,Image,0.2809,0.623,0.8707,40.605,0.2078,0.4168,0.6308,0.0,0.0,1,0.903,7,CRITICAL,Deepfake Detected
MED-11333,Video,0.2228,0.8297,0.8959,34.923,0.1386,0.4682,0.5566,0.6048,0.6785,1,0.8992,12,CRITICAL,Deepfake Detected
MED-11334,Video,0.0791,0.703,0.9135,30.501,0.2499,1.0,0.6227,0.7751,0.804,1,0.7078,32,HIGH,Deepfake Detected
MED-11335,Video,0.4374,0.4116,0.7565,37.602,0.1068,0.5617,0.5932,0.3512,0.6095,1,0.8237,16,CRITICAL,Deepfake Detected
MED-11336,Image,0.8311,0.1244,0.0779,6.583,0.5265,0.0398,0.3301,0.0,0.0,0,0.1321,92,LOW,Authentic Content
MED-11337,Image,0.9286,0.2603,0.2748,11.372,0.4826,0.1003,0.2277,0.0,0.0,0,0.0722,96,LOW,Authentic Content
MED-11338,Video,0.3119,0.4813,0.6631,45.843,0.1864,0.7123,0.5411,0.5542,0.5898,1,0.9209,14,CRITICAL,Deepfake Detected
MED-11339,Video,0.796,0.1729,0.3084,3.817,0.394,0.0732,0.0798,0.0969,0.156,0,0.0787,89,LOW,Authentic Content
MED-11340,Video,0.5037,0.7791,0.8816,37.021,0.3448,0.5783,0.8198,0.4445,0.7776,1,0.7857,15,HIGH,Deepfake Detected
MED-11341,Image,0.5257,0.8227,0.888,35.245,0.3848,0.5536,0.5343,0.0,0.0,1,0.9244,5,CRITICAL,Deepfake Detected
MED-11342,Video,0.8768,0.0287,0.2536,9.051,0.6282,0.0938,0.143,0.1003,0.1713,0,0.0661,96,LOW,Authentic Content
MED-11343,Image,0.7356,0.2434,0.1917,8.828,0.5944,0.0712,0.3348,0.0,0.0,0,0.0808,87,LOW,Authentic Content
MED-11344,Image,0.4344,0.3688,0.81,38.836,0.0751,0.7908,0.8495,0.0,0.0,1,0.9057,5,CRITICAL,Deepfake Detected
MED-11345,Image,0.7084,0.1302,0.1775,5.776,0.517,0.1115,0.1853,0.0,0.0,0,0.1206,86,LOW,Authentic Content
MED-11346,Image,0.1227,0.4458,0.7879,47.736,0.2001,0.5211,0.542,0.0,0.0,1,0.7999,22,HIGH,Deepfake Detected
MED-11347,Image,0.1282,0.6879,0.7692,37.564,0.2302,0.6501,0.2361,0.0,0.0,1,0.7539,31,CRITICAL,Deepfake Detected
MED-11348,Image,0.8725,0.3079,0.1653,10.805,0.6227,0.0922,0.2538,0.0,0.0,0,0.0438,91,LOW,Authentic Content
MED-11349,Video,0.7561,0.1032,0.1508,5.29,0.5715,0.1912,0.3076,0.083,0.1375,0,0.1067,91,LOW,Authentic Content
MED-11350,Image,0.2777,0.5259,0.7005,18.687,0.2132,0.6229,0.5751,0.0,0.0,1,0.9704,5,CRITICAL,Deepfake Detected
MED-11351,Image,0.746,0.1339,0.1265,8.343,0.391,0.1199,0.4344,0.0,0.0,0,0.1907,81,LOW,Authentic Content
MED-11352,Image,0.6744,0.2359,0.2099,8.556,0.3183,0.1649,0.1085,0.0,0.0,0,0.0549,98,LOW,Authentic Content
MED-11353,Image,0.8512,0.1682,0.1229,2.554,0.602,0.1437,0.2448,0.0,0.0,0,0.0227,92,LOW,Authentic Content
MED-11354,Video,0.5035,0.115,0.2942,14.161,0.3911,0.1556,0.1655,0.0168,0.2098,0,0.0624,89,LOW,Authentic Content
MED-11355,Image,0.4695,0.1291,0.2564,9.587,0.6098,0.1208,0.3029,0.0,0.0,0,0.114,81,LOW,Authentic Content
MED-11356,Video,0.9588,0.2504,0.0417,10.542,0.2212,0.08,0.1387,0.0859,0.0086,0,0.1042,84,LOW,Authentic Content
MED-11357,Image,0.8841,0.1506,0.2109,9.832,0.4282,0.1456,0.2953,0.0,0.0,0,0.1224,91,LOW,Authentic Content
MED-11358,Image,0.6559,0.1192,0.4307,11.636,0.3795,0.074,0.3823,0.0,0.0,0,0.0671,93,LOW,Authentic Content
MED-11359,Video,0.09,0.421,0.8365,45.064,0.1588,0.563,0.5608,0.5209,0.6805,1,0.8516,13,CRITICAL,Deepfake Detected
MED-11360,Video,0.7401,0.1838,0.096,9.591,0.3986,0.1356,0.3093,0.0022,0.0595,0,0.0894,89,LOW,Authentic Content
MED-11361,Video,0.9482,0.1441,0.1985,6.609,0.8081,0.1127,0.2281,0.1277,0.1403,0,0.0784,88,LOW,Authentic Content
MED-11362,Image,0.2097,0.3857,0.7675,19.877,0.1147,0.7932,0.4063,0.0,0.0,1,0.7772,25,CRITICAL,Deepfake Detected
MED-11363,Image,0.7844,0.0513,0.2145,7.782,0.4438,0.0622,0.0092,0.0,0.0,0,0.0691,99,LOW,Authentic Content
MED-11364,Video,0.8487,0.2219,0.1125,5.235,0.3421,0.0638,0.2083,0.0644,0.0,0,0.1445,78,LOW,Authentic Content
MED-11365,Image,0.265,0.7975,0.5134,40.791,0.1695,0.5951,0.6224,0.0,0.0,1,0.869,13,CRITICAL,Deepfake Detected
MED-11366,Image,0.1927,0.5629,1.0,40.75,0.2551,0.6835,0.706,0.0,0.0,1,0.8579,10,CRITICAL,Deepfake Detected
MED-11367,Image,0.8493,0.0085,0.2295,8.769,0.5524,0.2039,0.1799,0.0,0.0,0,0.01,99,LOW,Authentic Content
MED-11368,Video,0.4853,0.5271,1.0,49.028,0.0378,0.6141,0.5598,0.6905,0.5516,1,0.8532,22,HIGH,Deepfake Detected
MED-11369,Image,0.6132,0.1325,0.0357,8.543,0.588,0.0872,0.085,0.0,0.0,0,0.01,99,LOW,Authentic Content
MED-11370,Video,0.1506,0.7378,1.0,35.203,0.3707,0.8778,0.5442,0.7649,0.6677,1,0.7064,33,HIGH,Deepfake Detected
MED-11371,Video,0.2116,0.8067,0.7861,40.171,0.1921,0.527,0.528,1.0,0.8843,1,0.7026,29,HIGH,Deepfake Detected
MED-11372,Image,0.3928,0.1548,0.0357,5.848,0.5142,0.0641,0.207,0.0,0.0,0,0.1184,85,LOW,Authentic Content
MED-11373,Image,0.6786,0.1242,0.3072,13.955,0.4519,0.0823,0.2032,0.0,0.0,0,0.0474,99,LOW,Authentic Content
MED-11374,Image,0.3273,0.8157,0.5937,59.608,0.1075,0.9147,0.621,0.0,0.0,1,0.7898,16,CRITICAL,Deepfake Detected
MED-11375,Image,0.2083,0.4827,0.9672,35.534,0.1702,0.8437,0.5691,0.0,0.0,1,0.99,11,HIGH,Deepfake Detected
MED-11376,Image,0.3299,0.5917,0.6693,37.721,0.2679,0.5622,0.5769,0.0,0.0,1,0.99,5,CRITICAL,Deepfake Detected
MED-11377,Image,0.1958,0.5041,0.8206,22.474,0.2808,0.7658,0.5659,0.0,0.0,1,0.6475,34,CRITICAL,Deepfake Detected
MED-11378,Image,0.1717,0.6612,0.923,38.349,0.1347,0.5927,0.6569,0.0,0.0,1,0.8392,22,CRITICAL,Deepfake Detected
MED-11379,Image,0.9259,0.1351,0.2455,0.479,0.432,0.0765,0.295,0.0,0.0,0,0.0132,99,LOW,Authentic Content
MED-11380,Video,0.1683,1.0,0.7943,19.602,0.0813,0.6904,0.6207,0.4417,0.6139,1,0.6664,31,HIGH,Deepfake Detected
MED-11381,Image,0.518,0.4252,0.673,14.119,0.2355,0.4922,0.4893,0.0,0.0,1,0.9432,8,CRITICAL,Deepfake Detected
MED-11382,Image,0.9064,0.062,0.0452,16.39,0.4987,0.1352,0.1446,0.0,0.0,0,0.1094,92,LOW,Authentic Content
MED-11383,Video,0.739,0.0911,0.0644,9.294,0.4751,0.0851,0.2026,0.0519,0.0519,0,0.01,99,LOW,Authentic Content
MED-11384,Image,0.8693,0.1428,0.0,5.65,0.6059,0.1765,0.2514,0.0,0.0,0,0.0895,96,LOW,Authentic Content
MED-11385,Video,0.5978,0.0557,0.1132,4.584,0.6056,0.1397,0.277,0.1256,0.0748,0,0.0846,92,LOW,Authentic Content
MED-11386,Image,0.8572,0.2752,0.26,11.359,0.6343,0.1433,0.3102,0.0,0.0,0,0.1027,96,LOW,Authentic Content
MED-11387,Video,0.5396,0.2104,0.0459,5.91,0.2801,0.2135,0.1815,0.2083,0.1682,0,0.1069,86,LOW,Authentic Content
MED-11388,Video,0.4367,0.0547,0.3792,8.917,0.5379,0.0998,0.1252,0.1688,0.2324,0,0.0264,97,LOW,Authentic Content
MED-11389,Image,0.194,0.4752,0.845,40.272,0.2774,0.4064,0.5381,0.0,0.0,1,0.8428,23,CRITICAL,Deepfake Detected
MED-11390,Image,0.6219,0.0206,0.0765,2.977,0.5534,0.1154,0.2528,0.0,0.0,0,0.0468,91,LOW,Authentic Content
MED-11391,Image,0.4183,0.6006,0.6775,23.521,0.3,0.5787,0.7636,0.0,0.0,1,0.8868,11,CRITICAL,Deepfake Detected
MED-11392,Image,0.1065,0.8011,0.685,36.56,0.202,0.557,0.2327,0.0,0.0,1,0.9693,5,CRITICAL,Deepfake Detected
MED-11393,Video,0.8674,0.0866,0.2574,5.952,0.6615,0.1999,0.2401,0.0957,0.1536,0,0.01,99,LOW,Authentic Content
MED-11394,Image,0.947,0.0868,0.0947,10.44,0.3113,0.2052,0.2094,0.0,0.0,0,0.1648,80,LOW,Authentic Content
MED-11395,Video,0.671,0.133,0.0683,10.165,0.3289,0.2065,0.2147,0.0555,0.1887,0,0.1498,85,LOW,Authentic Content
MED-11396,Video,0.443,0.9461,0.6245,28.625,0.1897,0.6815,0.3866,0.6819,0.6624,1,0.9898,5,HIGH,Deepfake Detected
MED-11397,Image,0.5619,0.4973,0.6577,17.667,0.2895,0.5269,0.7783,0.0,0.0,1,0.9614,5,HIGH,Deepfake Detected
MED-11398,Video,0.6774,0.0879,0.1261,7.255,0.6165,0.1091,0.2571,0.1451,0.1812,0,0.0853,86,LOW,Authentic Content
MED-11399,Image,0.1866,0.5361,0.844,27.283,0.2923,0.7182,0.481,0.0,0.0,1,0.9362,5,HIGH,Deepfake Detected
MED-11400,Image,0.7856,0.0648,0.1955,12.556,0.2386,0.0893,0.169,0.0,0.0,0,0.0598,93,LOW,Authentic Content
MED-11401,Video,0.7844,0.7601,0.7704,38.881,0.1632,0.591,0.8214,0.4719,0.8392,1,0.8502,16,CRITICAL,Deepfake Detected
MED-11402,Image,0.1523,0.7346,0.5932,38.981,0.1403,0.4999,0.4754,0.0,0.0,1,0.9041,5,CRITICAL,Deepfake Detected
MED-11403,Image,0.4423,0.6921,0.6949,37.972,0.2115,0.5399,0.5222,0.0,0.0,1,0.7522,18,CRITICAL,Deepfake Detected
MED-11404,Image,0.2468,0.6806,0.7957,28.341,0.1305,0.7066,0.8071,0.0,0.0,1,0.99,5,CRITICAL,Deepfake Detected
MED-11405,Video,0.3858,0.129,0.0796,3.959,0.3602,0.096,0.1145,0.0924,0.1322,0,0.01,95,LOW,Authentic Content
MED-11406,Image,0.1911,0.6164,0.6259,38.253,0.2954,0.4171,0.7158,0.0,0.0,1,0.6866,33,HIGH,Deepfake Detected
MED-11407,Image,0.342,0.646,0.6317,51.863,0.3457,0.6716,0.6927,0.0,0.0,1,0.8843,15,HIGH,Deepfake Detected
MED-11408,Video,0.4038,0.0972,0.1567,7.462,0.6123,0.0517,0.1533,0.0908,0.1355,0,0.132,88,LOW,Authentic Content
MED-11409,Video,0.941,0.1184,0.2149,12.323,0.4728,0.1436,0.1748,0.0,0.1177,0,0.01,99,LOW,Authentic Content
MED-11410,Video,0.7872,0.4226,0.1522,8.52,0.7518,0.1372,0.113,0.1171,0.1623,0,0.0595,97,LOW,Authentic Content
MED-11411,Video,0.9236,0.0146,0.2123,14.953,0.5135,0.0304,0.2178,0.0591,0.1832,0,0.0663,86,LOW,Authentic Content
MED-11412,Video,0.2701,0.9484,0.6567,49.265,0.1429,0.7589,0.5864,0.625,0.576,1,0.9028,16,HIGH,Deepfake Detected
MED-11413,Image,0.3761,0.5055,0.4305,10.569,0.2416,0.551,0.5254,0.0,0.0,1,0.8988,7,CRITICAL,Deepfake Detected
MED-11414,Image,0.2882,0.7667,0.6266,43.595,0.0104,0.8954,0.7637,0.0,0.0,1,0.9389,12,HIGH,Deepfake Detected
MED-11415,Video,0.8571,0.2839,0.1995,11.601,0.4842,0.0516,0.0952,0.0546,0.1409,0,0.1112,91,LOW,Authentic Content
MED-11416,Image,0.0902,0.8252,1.0,48.518,0.167,0.5994,0.5549,0.0,0.0,1,0.7739,23,HIGH,Deepfake Detected
MED-11417,Image,0.7416,0.019,0.1696,10.725,0.7872,0.0996,0.1052,0.0,0.0,0,0.0993,89,LOW,Authentic Content
MED-11418,Video,0.2315,0.9254,0.6793,23.807,0.2051,0.445,0.4454,0.472,0.5124,1,0.9669,5,CRITICAL,Deepfake Detected
MED-11419,Video,0.0658,0.692,0.6999,44.736,0.1687,0.8524,0.5415,0.4431,0.5405,1,0.9235,7,CRITICAL,Deepfake Detected
MED-11420,Image,0.1033,0.5526,0.8642,26.157,0.0334,0.719,0.5633,0.0,0.0,1,0.954,8,CRITICAL,Deepfake Detected
MED-11421,Image,0.5441,0.2411,0.1524,8.812,0.3836,0.054,0.258,0.0,0.0,0,0.1329,86,LOW,Authentic Content
MED-11422,Image,0.262,0.6325,0.4876,48.584,0.1579,0.8009,0.6137,0.0,0.0,1,0.7617,24,CRITICAL,Deepfake Detected
MED-11423,Image,0.2394,0.6204,0.6386,26.805,0.3046,0.7461,0.8431,0.0,0.0,1,0.6895,32,CRITICAL,Deepfake Detected
MED-11424,Image,0.6027,0.1337,0.1283,15.474,0.4557,0.1465,0.2116,0.0,0.0,0,0.1012,91,LOW,Authentic Content
MED-11425,Image,0.3277,0.6592,0.5923,37.77,0.1993,0.7143,0.6016,0.0,0.0,1,0.8267,17,HIGH,Deepfake Detected
MED-11426,Video,0.2593,0.7006,0.9316,38.202,0.228,0.668,0.824,0.5952,0.7904,1,0.7781,16,CRITICAL,Deepfake Detected
MED-11427,Image,0.0934,0.9127,0.8277,56.94,0.1351,0.6271,0.4547,0.0,0.0,1,0.7816,17,CRITICAL,Deepfake Detected
MED-11428,Image,0.7174,0.1623,0.1285,6.1,0.6529,0.1913,0.166,0.0,0.0,0,0.0564,93,LOW,Authentic Content
MED-11429,Video,0.3787,0.7969,0.6099,33.862,0.2327,0.6115,0.5326,0.5646,0.597,1,0.8949,10,HIGH,Deepfake Detected
MED-11430,Image,0.806,0.1505,0.1916,0.848,0.5983,0.1026,0.3546,0.0,0.0,0,0.01,95,LOW,Authentic Content
MED-11431,Image,0.0495,0.7687,0.5873,54.94,0.1437,0.5061,0.6532,0.0,0.0,1,0.99,5,CRITICAL,Deepfake Detected
MED-11432,Video,0.2275,0.7758,0.652,65.014,0.156,0.6811,0.5974,0.4954,0.7686,1,0.8842,16,CRITICAL,Deepfake Detected
MED-11433,Image,0.4028,0.5675,1.0,52.566,0.2121,0.7397,0.4699,0.0,0.0,1,0.8235,24,HIGH,Deepfake Detected
MED-11434,Video,0.8831,0.23,0.247,13.868,0.392,0.0619,0.2842,0.1564,0.2009,0,0.1492,85,LOW,Authentic Content
MED-11435,Video,0.1304,0.6227,0.7573,53.405,0.152,0.5698,0.5673,0.4078,0.7996,1,0.8617,13,HIGH,Deepfake Detected
MED-11436,Image,0.2669,0.4197,0.7738,42.019,0.0415,0.7075,0.532,0.0,0.0,1,0.7693,21,CRITICAL,Deepfake Detected
MED-11437,Video,0.9791,0.1256,0.2447,2.965,0.5743,0.1575,0.2542,0.1518,0.0503,0,0.1125,95,LOW,Authentic Content
MED-11438,Image,0.3136,0.6012,0.6717,28.999,0.2072,0.6812,0.5849,0.0,0.0,1,0.9285,5,CRITICAL,Deepfake Detected
MED-11439,Image,0.3148,0.5058,0.5843,35.696,0.2661,0.8197,0.3822,0.0,0.0,1,0.7807,18,CRITICAL,Deepfake Detected
MED-11440,Image,0.8592,0.1926,0.0528,7.235,0.6491,0.0797,0.1349,0.0,0.0,0,0.0507,92,LOW,Authentic Content
MED-11441,Video,0.2939,0.756,0.7409,37.37,0.1542,0.522,0.3547,0.9129,0.7031,1,0.6889,25,CRITICAL,Deepfake Detected
MED-11442,Image,0.4153,0.4803,0.6892,34.949,0.0791,0.7534,0.638,0.0,0.0,1,0.9196,5,CRITICAL,Deepfake Detected
MED-11443,Image,0.7681,0.2431,0.0819,10.482,0.5407,0.0,0.253,0.0,0.0,0,0.2077,68,LOW,Authentic Content
MED-11444,Image,0.0762,0.8064,0.9583,52.423,0.1478,0.6607,0.4758,0.0,0.0,1,0.8269,15,HIGH,Deepfake Detected
MED-11445,Image,0.3598,0.4695,0.4177,28.254,0.0,0.5899,0.5472,0.0,0.0,1,0.8026,21,HIGH,Deepfake Detected
MED-11446,Image,0.3121,0.7208,0.8915,26.611,0.0881,0.7329,0.4191,0.0,0.0,1,0.821,19,CRITICAL,Deepfake Detected
MED-11447,Image,0.1437,0.519,0.5416,28.988,0.1356,0.5777,0.7,0.0,0.0,1,0.8246,21,CRITICAL,Deepfake Detected
MED-11448,Image,0.1929,0.8032,0.684,33.702,0.0551,0.7558,0.5673,0.0,0.0,1,0.901,11,CRITICAL,Deepfake Detected
MED-11449,Image,0.8367,0.2129,0.1978,7.387,0.5021,0.1555,0.1509,0.0,0.0,0,0.1743,87,LOW,Authentic Content
MED-11450,Image,0.599,0.041,0.0369,10.611,0.4155,0.1447,0.2646,0.0,0.0,0,0.1584,88,LOW,Authentic Content
MED-11451,Image,0.8941,0.0656,0.3267,7.508,0.5194,0.2086,0.1813,0.0,0.0,0,0.0323,99,LOW,Authentic Content
MED-11452,Video,0.079,0.6565,0.7398,34.654,0.2917,0.4803,0.7569,0.6913,0.7934,1,0.8171,11,CRITICAL,Deepfake Detected
MED-11453,Image,0.2569,0.7187,0.7723,52.01,0.1199,0.9193,0.5427,0.0,0.0,1,0.8017,16,HIGH,Deepfake Detected
MED-11454,Image,0.3077,0.6638,0.7396,49.273,0.2543,0.2196,0.5473,0.0,0.0,1,0.8276,20,CRITICAL,Deepfake Detected
MED-11455,Video,0.7563,0.115,0.1105,13.2,0.6136,0.1223,0.155,0.0605,0.1273,0,0.1906,80,LOW,Authentic Content
MED-11456,Video,0.8152,0.1342,0.1052,9.266,0.4908,0.1416,0.1212,0.1228,0.1301,0,0.0882,92,LOW,Authentic Content
MED-11457,Image,0.6448,0.1083,0.2656,4.959,0.4825,0.2418,0.218,0.0,0.0,0,0.0696,89,LOW,Authentic Content
MED-11458,Video,0.2716,0.5155,0.6102,7.948,0.2037,0.7778,0.4493,0.6184,0.6604,1,0.8604,9,CRITICAL,Deepfake Detected
MED-11459,Image,0.1294,0.8287,0.6217,10.964,0.2071,0.861,0.3875,0.0,0.0,1,0.8126,12,HIGH,Deepfake Detected
MED-11460,Image,0.8779,0.0,0.2349,8.769,0.187,0.2275,0.2547,0.0,0.0,0,0.0339,96,LOW,Authentic Content
MED-11461,Video,0.5362,0.1021,0.341,6.804,0.5654,0.1249,0.1215,0.2211,0.2018,0,0.0913,97,LOW,Authentic Content
MED-11462,Video,0.3046,0.8724,0.9543,35.799,0.302,0.6492,0.6205,0.6138,0.6202,1,0.823,7,CRITICAL,Deepfake Detected
MED-11463,Video,0.6484,0.1974,0.2766,1.302,0.648,0.1113,0.1728,0.1413,0.1776,0,0.01,93,LOW,Authentic Content
MED-11464,Video,0.3714,0.5059,0.6704,49.025,0.3284,0.4182,0.7959,0.6561,0.7112,1,0.7958,25,HIGH,Deepfake Detected
MED-11465,Image,0.7738,0.1705,0.1401,5.993,0.4027,0.1139,0.246,0.0,0.0,0,0.1094,89,LOW,Authentic Content
MED-11466,Video,0.2963,0.675,0.5314,42.948,0.1311,0.6864,0.6817,0.449,0.7138,1,0.669,39,CRITICAL,Deepfake Detected
MED-11467,Image,0.7222,0.2052,0.1548,10.163,0.5157,0.0722,0.1446,0.0,0.0,0,0.01,94,LOW,Authentic Content
MED-11468,Video,0.6635,0.0502,0.0494,10.003,0.5862,0.174,0.2121,0.0625,0.0957,0,0.1506,86,LOW,Authentic Content
MED-11469,Image,0.0511,0.9294,0.59,42.46,0.2283,0.4349,0.4393,0.0,0.0,1,0.9243,5,CRITICAL,Deepfake Detected
MED-11470,Video,0.8347,0.1581,0.0712,5.875,0.4357,0.1516,0.1663,0.0226,0.1735,0,0.01,94,LOW,Authentic Content
MED-11471,Video,0.0503,0.8406,0.9218,41.963,0.1018,0.6705,0.6511,0.7467,0.6291,1,0.8989,10,HIGH,Deepfake Detected
MED-11472,Image,0.4189,0.0677,0.1848,6.858,0.6442,0.174,0.1911,0.0,0.0,0,0.1613,83,LOW,Authentic Content
MED-11473,Image,0.8564,0.1141,0.231,14.475,0.4408,0.077,0.2006,0.0,0.0,0,0.1627,81,LOW,Authentic Content
MED-11474,Video,0.8927,0.0691,0.1608,9.146,0.6689,0.078,0.2337,0.033,0.1806,0,0.1586,88,LOW,Authentic Content
MED-11475,Image,0.361,0.6169,0.7785,50.324,0.2114,0.791,0.4907,0.0,0.0,1,0.99,6,HIGH,Deepfake Detected
MED-11476,Image,0.7568,0.0,0.2022,9.587,0.5467,0.151,0.1542,0.0,0.0,0,0.0235,99,LOW,Authentic Content
MED-11477,Image,0.2031,0.8399,0.5802,23.594,0.3074,0.4839,0.5767,0.0,0.0,1,0.7523,21,CRITICAL,Deepfake Detected
MED-11478,Image,0.0547,0.7437,0.9103,32.173,0.1966,0.7817,0.5643,0.0,0.0,1,0.7933,18,HIGH,Deepfake Detected
MED-11479,Image,0.8022,0.2635,0.0893,3.459,0.4957,0.2653,0.2368,0.0,0.0,0,0.1817,80,LOW,Authentic Content
MED-11480,Video,0.2884,0.4693,1.0,22.96,0.1848,0.3597,0.5288,0.6761,0.7769,1,0.9089,6,CRITICAL,Deepfake Detected
MED-11481,Image,0.2863,0.8681,0.5926,29.444,0.2046,0.7794,0.6181,0.0,0.0,1,0.99,5,CRITICAL,Deepfake Detected
MED-11482,Video,0.2813,0.6301,0.8849,32.98,0.1044,0.5303,0.6698,1.0,0.5668,1,0.9145,9,CRITICAL,Deepfake Detected
MED-11483,Image,0.1248,0.8416,0.8901,11.388,0.1321,0.4869,0.598,0.0,0.0,1,0.6484,24,CRITICAL,Deepfake Detected
MED-11484,Video,0.3134,0.4043,0.9166,40.938,0.2925,0.5993,0.4525,0.3948,0.8592,1,0.9297,5,CRITICAL,Deepfake Detected
MED-11485,Image,0.7275,0.7993,0.8765,38.017,0.1867,0.6618,0.4859,0.0,0.0,1,0.8932,9,CRITICAL,Deepfake Detected
MED-11486,Image,0.3176,0.8812,0.6436,36.36,0.0958,0.5271,0.7772,0.0,0.0,1,0.8638,12,CRITICAL,Deepfake Detected
MED-11487,Video,0.7978,0.266,0.164,9.247,0.4838,0.0426,0.2963,0.1266,0.1211,0,0.0799,85,LOW,Authentic Content
MED-11488,Image,0.172,0.6643,0.6245,26.885,0.051,0.6266,0.6542,0.0,0.0,1,0.6856,31,HIGH,Deepfake Detected
MED-11489,Image,0.2861,0.6016,0.7531,31.138,0.142,0.6655,0.5192,0.0,0.0,1,0.7445,16,HIGH,Deepfake Detected
MED-11490,Video,0.1181,0.7807,0.5728,33.949,0.1666,0.5127,0.3791,0.5281,0.9031,1,0.8559,21,HIGH,Deepfake Detected
MED-11491,Image,0.3408,0.5369,0.8552,51.35,0.2631,0.7766,0.6336,0.0,0.0,1,0.8931,11,CRITICAL,Deepfake Detected
MED-11492,Video,0.2159,0.5067,0.7147,34.543,0.2429,0.4781,0.7024,0.8637,0.7,1,0.8561,10,CRITICAL,Deepfake Detected
MED-11493,Image,0.357,0.7224,0.9146,37.817,0.0703,0.6814,0.6647,0.0,0.0,1,0.7582,30,HIGH,Deepfake Detected
MED-11494,Image,0.9601,0.1904,0.1192,8.796,0.4584,0.0582,0.1729,0.0,0.0,0,0.1219,87,LOW,Authentic Content
MED-11495,Video,0.5033,0.6525,0.6229,33.969,0.2649,0.726,0.7009,0.3319,0.7087,1,0.9467,12,CRITICAL,Deepfake Detected
MED-11496,Image,0.7096,0.1369,0.2183,11.066,0.4969,0.2754,0.2833,0.0,0.0,0,0.0797,86,LOW,Authentic Content
MED-11497,Image,0.5632,0.9046,0.7373,11.089,0.2095,0.338,0.634,0.0,0.0,1,0.99,7,HIGH,Deepfake Detected
MED-11498,Video,0.1858,0.7407,0.6041,36.438,0.1433,0.7197,0.646,0.7804,0.7522,1,0.8672,22,CRITICAL,Deepfake Detected
MED-11499,Video,0.3675,0.6549,0.7018,49.869,0.1379,0.4861,0.6363,0.6239,0.9222,1,0.6243,38,CRITICAL,Deepfake Detected
